"x","y"
"136",19.354975912129,52.3660005276537
"137",19.3728414898005,52.4481188481857
"139",19.3812234899044,52.4525525632542
"140",19.3852543199398,52.4679945717414
"141",19.4801456125099,52.9045603479265
"143",19.3774733658556,52.4815755379146
"144",19.4185380778815,52.6280710780449
"145",19.3709457887012,52.4274183388972
"146",19.3675687019155,52.3864541734089
"147",19.4543902237844,52.8268433572442
"148",19.4577963313261,52.8345590295923
"150",19.4112504764156,52.6262223851108
"151",19.365397153995,52.3942075640959
"152",19.3682499236766,52.4084506093842
"153",19.3985632314238,52.5246280681113
"154",19.4600573087434,52.8431610516388
"155",19.3623757526764,52.400447698958
"158",19.3549197550172,52.3748633131901
"159",19.3752917451349,52.4312532149852
"160",19.3799555853707,52.4629502658969
"162",19.3904361630708,52.4856640756512
"164",19.3704776755316,52.3734783157313
"165",19.3745767484362,52.4022438450261
"166",19.3750938379034,52.3921731010663
"167",19.3923928718023,52.4549534968671
"168",19.4283056076341,52.6419600554735
"169",19.3829941652612,52.4045654040354
"170",19.4251695433842,52.5773461894147
"172",19.4097532017209,52.5154007346364
"173",19.4279106502554,52.5986239214281
"174",19.4655863783167,52.8197449843684
"175",19.372606666029,52.3770561589258
"176",19.3892269017361,52.440433247096
"178",19.4390409059112,52.6656328924404
"180",19.3685078948908,52.3670746389476
"181",19.4514213173847,52.6935086638366
"182",19.4747193139992,52.8223796214924
"183",19.4697165629117,52.826010692919
"184",19.36642737108,52.3457565652124
"185",19.4999477537334,52.9306189878773
"186",19.4316121041667,52.6582746275527
"187",19.4898709120735,52.9227353217562
"188",19.4904765983581,52.9228260575581
"189",19.4170289808672,52.5890019594966
"190",19.4441462880722,52.6860813008563
"191",19.3911528220021,52.4654679158026
"192",19.4852039797795,52.9053101154353
"193",19.3907832871317,52.4147539084841
"194",19.480583468814,52.8553795478111
"195",19.4806585000173,52.8594557478606
"196",19.3900353989385,52.4252743373549
"197",19.4492093317512,52.7099332066582
"198",19.4475338155892,52.716121593847
"200",19.4723819446775,52.8370914030955
"201",19.4859074452701,52.9117823372716
"204",19.4812824526335,52.8470215462232
"205",19.4363542476068,52.6453089791168
"207",19.4741611173598,52.8000574893508
"209",19.3682835893095,52.3523241892176
"210",19.4289055872531,52.6194215093233
"211",19.4687356701199,52.791243820222
"213",19.4279792808772,52.6325453642813
"214",19.4043012335396,52.5195566449698
"215",19.4750874073036,52.8072972752812
"216",19.4963932591217,52.9010131152855
"217",19.3883275925357,52.4364378221455
"218",19.3981880070933,52.470626409674
"219",19.421854595447,52.4980479986749
"220",19.383179542141,52.3510385996983
"221",19.4431804796267,52.642045192703
"222",19.4537936858477,52.6577215283366
"223",19.3962326434803,52.4183067216752
"224",19.4293942873067,52.5637974928461
"225",19.4597511218561,52.692258340884
"226",19.4104561709453,52.4414017344476
"227",19.4295596036435,52.5535951151677
"228",19.4603575469654,52.7155622789341
"229",19.4913618300109,52.8455172480616
"230",19.419560871892,52.508431571452
"232",19.4471692873544,52.6167073979527
"233",19.4533697151165,52.6636823838762
"234",19.4923102270753,52.8263110823309
"235",19.4859482162713,52.8236259534959
"236",19.4956572227728,52.8916988279134
"237",19.4465923153014,52.6483564721718
"238",19.5022620807931,52.9160113082628
"239",19.5050330040718,52.9343199264456
"240",19.4001705210335,52.4517961412813
"241",19.40870586206,52.4535378353001
"242",19.4596831838183,52.6711008733351
"243",19.3927260326938,52.3634981628099
"244",19.4227895561857,52.5193097628927
"245",19.4078089403843,52.460205857099
"246",19.4503690717509,52.679271427325
"247",19.4344953862209,52.581872470323
"248",19.4873357349588,52.8100816580705
"249",19.5063435602903,52.9040130722833
"250",19.5051619006411,52.919883872381
"251",19.5118726602231,52.9370333182457
"252",19.3852451909374,52.3691989453665
"253",19.3959411116713,52.4307822605453
"254",19.432061160529,52.5955594069368
"255",19.48562035683,52.8318736568315
"256",19.4022226557369,52.3978483255653
"257",19.406192978281,52.4283744413888
"258",19.4578952594615,52.7122177997145
"260",19.4212535759213,52.5318008402936
"261",19.5025067977504,52.8813571251053
"262",19.5010190721433,52.8952568144558
"263",19.3997465239389,52.4087943139111
"264",19.4403940822358,52.5747736074474
"265",19.4649702173664,52.7043239787857
"266",19.4180716453968,52.5128615277413
"267",19.483357167457,52.8161366421138
"268",19.4997818931433,52.8501115777159
"269",19.4460626961977,52.6258162202583
"271",19.4752844403151,52.7988804765895
"272",19.4772699804067,52.7892847288325
"273",19.5031982506084,52.8611846266949
"274",19.4039580354671,52.3579136271381
"275",19.4176369228036,52.4013695938646
"276",19.4189259536178,52.4515030476329
"277",19.4262876265773,52.4648231836943
"278",19.4547755187559,52.6168685532435
"279",19.5225456995352,52.888526998323
"280",19.5185794750699,52.9040439743285
"281",19.516838663606,52.9086082684846
"282",19.5193577630595,52.9055520070129
"283",19.436474296479,52.5246168497933
"284",19.4952311773085,52.8113348319237
"285",19.5015029910103,52.8382986019958
"286",19.4075841878806,52.3973691798548
"287",19.4334502761815,52.4940179630956
"288",19.4300333151981,52.497189209525
"289",19.498103636588,52.7792966868531
"291",19.3993895230766,52.355119728833
"292",19.4787365913269,52.7003130007553
"294",19.4144164573514,52.4292524255111
"295",19.4500006994493,52.5522609928564
"296",19.5214878209937,52.8805904578121
"297",19.4992527975574,52.8057589060692
"298",19.4272389882014,52.5065238162768
"299",19.4954690585479,52.7739935446409
"300",19.5103037686506,52.8524131623244
"301",19.4503227798076,52.58785677249
"302",19.4306094042269,52.4578173308064
"303",19.4587422131345,52.5921616362785
"304",19.4289438660982,52.484357277137
"305",19.4397735357613,52.5484014034845
"306",19.487911148656,52.7896786541076
"307",19.5141867491747,52.8652827143351
"309",19.4218980991528,52.4206214287927
"310",19.4580467493928,52.6452147769066
"311",19.47073100786,52.659694171786
"312",19.47467433787,52.7123295971469
"313",19.427633028873,52.4731852217707
"314",19.4498697173722,52.5775208725739
"315",19.4600026799789,52.6335670380446
"316",19.5036691381046,52.798353235893
"317",19.5223632077156,52.9206880215933
"318",19.455719188257,52.6243491703253
"319",19.5204422456399,52.9280849489348
"320",19.4163364765852,52.4398460583727
"321",19.4490404726406,52.6079385955659
"322",19.4547712265279,52.6108723669105
"323",19.5250543659842,52.893940695252
"324",19.524388831307,52.9111117020987
"325",19.4970651367122,52.8253217144194
"326",19.5121583225852,52.8348197126633
"327",19.4641790499289,52.6790520306232
"328",19.4687141180085,52.6946187582707
"329",19.4373903997669,52.5128634321962
"330",19.4180689365859,52.4141121161378
"331",19.4681030682683,52.657779982294
"332",19.4794940159092,52.7131526113846
"333",19.4415272147791,52.456124272007
"334",19.4358431624507,52.4772351708774
"336",19.5240386546537,52.8739928182783
"339",19.5198205752684,52.8665382481256
"340",19.4236121870933,52.4157803586176
"341",19.4618917916895,52.5853643244887
"342",19.5210212042392,52.8530481388253
"343",19.4239517133309,52.3794583040828
"344",19.4230969636264,52.3956571232174
"345",19.4807259761383,52.6662251594484
"346",19.4845754094359,52.6840101211481
"347",19.5429501267084,52.9384322042477
"348",19.4408039106559,52.4502317727081
"349",19.4531966605885,52.5430041336063
"350",19.4781687877411,52.6104258164462
"351",19.4867247934846,52.6711163588005
"352",19.5127002899613,52.7728152307892
"353",19.5158704379211,52.8284531050699
"354",19.4326727811035,52.4367525895841
"356",19.4127860644974,52.3694796777389
"357",19.4417082073868,52.4676221699129
"358",19.4484853073371,52.531976991253
"360",19.5194349616072,52.8130183692959
"361",19.4106866822744,52.3532191864224
"362",19.4789676943613,52.6414909765776
"363",19.5064433273548,52.800527227302
"364",19.5307794911539,52.8902930848243
"365",19.4486911267863,52.4871934965715
"366",19.5420596922042,52.9324986808856
"367",19.4677839516451,52.6152442321209
"368",19.4846427230354,52.6953978106922
"369",19.535285172883,52.899506040673
"370",19.543239313128,52.9062917163021
"372",19.4110451767716,52.3422838493412
"373",19.4479069746206,52.4921061540095
"374",19.4730877332242,52.6305353533612
"375",19.4783852651777,52.650640402156
"376",19.5130187050163,52.7820881933325
"377",19.5040357293581,52.7841383334757
"378",19.5454472389995,52.9479699168277
"379",19.4278706354785,52.4332908647921
"380",19.5279426667593,52.8852581194772
"381",19.466568854003,52.5938969073569
"382",19.4948502510988,52.6904817303621
"383",19.4124584088499,52.3578342880193
"384",19.4702979317797,52.6385350417731
"385",19.5076559081706,52.803239056471
"386",19.4230367918911,52.4026997425713
"387",19.4329520456618,52.4184502651662
"388",19.4993560086982,52.7058510668895
"389",19.5297634023709,52.8558453270088
"390",19.455206746077,52.5516171542695
"391",19.514595012324,52.8244905220097
"392",19.528671640427,52.8405890003441
"394",19.4264654653411,52.3599584933665
"395",19.4453561097869,52.420754164955
"396",19.4357027727302,52.3948205368411
"397",19.4716961215424,52.5248747518186
"398",19.5053077106647,52.6797002972517
"399",19.4891271318011,52.6054641347466
"401",19.4401482760561,52.3661836622931
"402",19.4996404673066,52.6565723851771
"403",19.539008010196,52.8592882569128
"404",19.5388549506339,52.8759623601336
"405",19.4342826531514,52.3843284514689
"406",19.5299140260903,52.824807273493
"407",19.5720669318168,52.9726354575649
"408",19.4485453995255,52.4054511458282
"409",19.4783207196788,52.555784937642
"410",19.4994946213229,52.6712331525012
"411",19.5030769380794,52.6656319666455
"412",19.4964225127106,52.6722135004405
"413",19.4932293811887,52.6683198418188
"414",19.5043074841966,52.66834825829
"415",19.4938243228626,52.6750668374417
"416",19.5305299449669,52.8371194377581
"418",19.5102673286791,52.6899127076543
"419",19.4532054699824,52.4288311492697
"420",19.4493569577919,52.4294881523189
"421",19.4518778275459,52.4262319664091
"422",19.4509350886218,52.4256630940322
"423",19.446284509625,52.4273540282979
"424",19.4432720643018,52.4328890150225
"425",19.4432394668654,52.4298077833434
"426",19.4455909188139,52.4324392153757
"427",19.4428985735923,52.4341301760266
"428",19.4493378793652,52.4321500255093
"430",19.5191272278745,52.793898897558
"431",19.4357297527789,52.3527060035068
"432",19.4792905718999,52.5694847793847
"433",19.4915796758524,52.6362718352589
"434",19.4487174928186,52.4392165436624
"435",19.5544205565592,52.9472925558276
"436",19.4619184936986,52.4649506951776
"437",19.5098677756391,52.7483769445741
"438",19.5533082271701,52.9196383454
"439",19.4585828089103,52.4513133080142
"440",19.5179995012818,52.7676876703755
"441",19.4894028806049,52.6165807364412
"442",19.5450461327677,52.8926833002356
"443",19.5523143428532,52.9044979991051
"444",19.5225577611199,52.7566024869802
"445",19.5278600776346,52.7880059780479
"447",19.5281528581002,52.7992653142492
"448",19.501517637466,52.6964340221751
"449",19.5388512653647,52.8445935757774
"450",19.4583963089173,52.4737097243144
"451",19.4806635032245,52.6030532289181
"452",19.4937177653182,52.6263847889041
"453",19.5483205582119,52.9135520907442
"454",19.4346820628787,52.3403153979183
"455",19.4762741727918,52.5593593736277
"456",19.4953386548575,52.661673183999
"457",19.4994478085811,52.6650290567054
"458",19.4652725954308,52.4823670413554
"459",19.5358139381512,52.8628973009261
"460",19.4756170027535,52.5855684757157
"461",19.4775207517939,52.5782521419347
"462",19.4748848651903,52.5853007839621
"463",19.4774769802552,52.5792373119445
"464",19.4808466361485,52.5829702309023
"465",19.4806327089648,52.5768874581504
"466",19.4728834129377,52.5805149066102
"467",19.4736168439654,52.5847004032385
"468",19.4848924363477,52.5852528125122
"469",19.4890696444417,52.6404936770909
"470",19.5540040687005,52.9292723905196
"471",19.4559088185913,52.4969244827517
"472",19.5080077550486,52.7340143030119
"473",19.5286942917697,52.8146571169848
"474",19.5628729412881,52.9343281070766
"475",19.4316348109698,52.3795404115681
"476",19.5330448994319,52.8271896411465
"477",19.5682251320277,52.9843703796508
"478",19.5254446822264,52.7722904195356
"479",19.455465002314,52.3805826921386
"480",19.4718648789733,52.4646778290874
"481",19.4783983569292,52.4786600838585
"482",19.4603124752736,52.4226887159989
"483",19.4635710219699,52.4193888857822
"484",19.4672044106231,52.4226469460992
"485",19.4538145268908,52.417339191593
"486",19.4657074145852,52.4215401633336
"487",19.4546619979138,52.4209343547264
"488",19.4577015901984,52.423202708529
"489",19.4652435354749,52.4181363262878
"490",19.4648520794156,52.4156017265396
"491",19.4562420532904,52.4242610256924
"492",19.4576637547315,52.4188052562263
"493",19.4568168524745,52.4236149443323
"494",19.4626925135798,52.4212126966466
"495",19.4551509328829,52.4183583808492
"496",19.4645595559536,52.4207128300205
"497",19.4565814236374,52.4218510260354
"498",19.4652408098287,52.4224393742235
"499",19.4608750403164,52.4180397190817
"500",19.4592032470846,52.4229762801284
"501",19.4583894843088,52.4177209632327
"502",19.4586112349644,52.4170794261306
"503",19.4633051305353,52.4174786861083
"504",19.4607364050764,52.4235302222216
"505",19.4529601578521,52.418666527644
"506",19.4529461211404,52.4181045638515
"507",19.4611008895805,52.4195636749022
"508",19.4645197221473,52.422256412475
"509",19.4677697233508,52.4229518134339
"510",19.4617941455836,52.4222048048018
"511",19.4530482961551,52.4170676873713
"512",19.4534086147201,52.4191907795351
"513",19.4636888460898,52.4174977632937
"514",19.4529781914309,52.4175002739759
"515",19.4539335996164,52.417089800382
"516",19.4541128045291,52.4231229490766
"517",19.4672527919208,52.423279164408
"518",19.4646970847517,52.4150698431848
"519",19.460410490764,52.4155915666872
"520",19.4642548819274,52.4179616835834
"521",19.4673244219804,52.4314974633129
"522",19.4678602167989,52.4314802812666
"523",19.4554756115871,52.4250339644957
"524",19.4633393701537,52.4263415608345
"525",19.4641465032611,52.4291317727351
"526",19.4662167321474,52.4247446325359
"527",19.4544154825993,52.4269553681349
"528",19.4690144968367,52.4316671901342
"529",19.4622712585333,52.4248180860985
"530",19.4568498199986,52.4329469773715
"531",19.4682884840946,52.4253572784895
"532",19.4651155461505,52.4269053508489
"533",19.4693781047172,52.430842375961
"534",19.4574094440386,52.4295550201169
"535",19.4592427478384,52.4270345968261
"536",19.4634017945876,52.4243904633491
"537",19.4635406995632,52.4263032341434
"538",19.4627865895176,52.4289705265023
"539",19.4570954246757,52.4326993331891
"540",19.4628379464339,52.4291092908467
"541",19.4572803705344,52.4327053693155
"542",19.467417289633,52.4252753236507
"543",19.4594009572056,52.4327897467571
"544",19.4583629268772,52.4329397549362
"545",19.4555803503626,52.4304608505633
"546",19.46256789531,52.4255300142428
"547",19.4592774493206,52.4252692306801
"548",19.4568756676851,52.4287386611157
"549",19.4612678358877,52.4274756881281
"550",19.4606516988749,52.427906673173
"551",19.4569907674706,52.4284524509679
"552",19.4560953058148,52.4278789929008
"553",19.4550103173885,52.4297256132375
"554",19.4640815538209,52.4307644527437
"555",19.4647229100847,52.42942747188
"556",19.4605413621719,52.4328387105355
"557",19.4548664951586,52.4266700072943
"558",19.4688602513599,52.4289219309563
"559",19.4571355427184,52.4260677957392
"560",19.4664685661362,52.4285072575434
"561",19.4680520208392,52.4311798720373
"562",19.4690496359379,52.4303183623862
"563",19.458714267443,52.4263780865672
"564",19.4681145801959,52.4274930152552
"565",19.4546393945237,52.4282852535037
"566",19.4583327962001,52.4288930779295
"567",19.4603139684404,52.4315148269527
"568",19.4590703146593,52.4301769794944
"569",19.4619255763751,52.4278023170055
"570",19.4654950414588,52.4301420541612
"571",19.4640652925718,52.4317839771953
"572",19.4535916294681,52.4252566627062
"573",19.4595306197365,52.4286610224756
"574",19.4678538146586,52.4263897308024
"575",19.4577135022277,52.4268086824437
"576",19.4649875384702,52.4291166236029
"577",19.4604978143253,52.4254864445492
"578",19.4619556634337,52.4322675189716
"579",19.4591387089351,52.4250987419352
"580",19.4651969641334,52.4241375110102
"581",19.461256681756,52.4246662173797
"582",19.4662178028268,52.4324013331863
"583",19.4554286313223,52.4335393605234
"584",19.4637816640824,52.4286912120945
"585",19.4600120726888,52.4287477608437
"586",19.5292963619952,52.7134609724606
"587",19.5303279432775,52.7139068848557
"588",19.5263979327583,52.7108825866464
"589",19.520727336578,52.7173637470215
"590",19.4371893464654,52.3410429928358
"591",19.4478359841714,52.3615767162809
"592",19.4707689292819,52.4881700916634
"593",19.4808097671451,52.4931197565765
"594",19.5109451514626,52.6416915957134
"595",19.5169953002736,52.6586175993209
"596",19.5061376325895,52.6636622128511
"597",19.5182949192462,52.6602951904252
"598",19.4858170828193,52.5608120908975
"599",19.5304392429097,52.7289729060037
"600",19.448982677999,52.3791972852044
"601",19.4522813556349,52.410525756183
"602",19.4561253795287,52.406680389565
"603",19.4585723714387,52.4134093843474
"604",19.4580182543337,52.4099935931635
"605",19.4630915799827,52.4089938422353
"606",19.5100730551236,52.631258193411
"607",19.5485780040753,52.8604610632364
"608",19.581572055696,52.9776378878515
"609",19.4599703813302,52.3964503883052
"610",19.5647036502845,52.904481341454
"611",19.493796358095,52.6027075637752
"612",19.4994779974658,52.6044591198807
"613",19.5566048914615,52.8499582996826
"614",19.5550201199092,52.8432466301765
"615",19.5644316907619,52.9268052988501
"616",19.4703869141517,52.4522799477825
"617",19.451396779929,52.3513915337378
"618",19.4529649186243,52.362895277217
"619",19.5110323380304,52.6694288023652
"620",19.5446588433079,52.7866226803089
"621",19.5735053945566,52.9359718013183
"622",19.5644526278279,52.9328685511284
"623",19.5670310810723,52.9375076071008
"624",19.575371975368,52.9317569438263
"625",19.5721589850887,52.9401804812089
"626",19.5795636118347,52.9367811052363
"627",19.4552145786643,52.4053774256178
"628",19.5212807727362,52.6886715989305
"629",19.487725527138,52.5758388701719
"630",19.5579691717182,52.880788715665
"631",19.5632689199074,52.8902676802287
"632",19.5091579799366,52.6258528404666
"633",19.550207585642,52.8060507469164
"634",19.5427076027851,52.79286546299
"635",19.545172825386,52.8089006231071
"636",19.5801286006382,52.9407773641089
"637",19.5100323859397,52.6539842003139
"638",19.4750071693148,52.4691198618678
"639",19.5232124983673,52.697094547146
"640",19.5378689376052,52.7580729899157
"641",19.565799851698,52.9193329642082
"642",19.4888554131729,52.5792379964086
"643",19.4949932321129,52.5870405504653
"644",19.5593493365803,52.8697986579738
"645",19.5017594230418,52.6130973915373
"646",19.5138986395067,52.6825884658049
"647",19.5405270528497,52.772719494012
"648",19.5549305925439,52.8690200587247
"649",19.4651662829442,52.4351384542265
"650",19.4620929866417,52.4356954527566
"651",19.4653321479711,52.4385077735987
"652",19.4662444737424,52.437350463246
"653",19.46001261744,52.4354979810976
"654",19.4570884009553,52.4355061812649
"655",19.4581473653236,52.4413309798085
"656",19.4644828643952,52.4344227219307
"657",19.4637489477813,52.4382029968496
"658",19.4586403000399,52.4387275660324
"659",19.4595986497885,52.4416329328186
"660",19.465989124873,52.4347579626828
"661",19.4693134324995,52.437328496529
"662",19.4622450987155,52.4375500109734
"663",19.4658137100417,52.4385161200029
"664",19.4631114078963,52.4383055359863
"665",19.4690962107844,52.4462893755648
"667",19.5383864902661,52.7691219484456
"668",19.4577347405189,52.3754036169921
"669",19.4607635354618,52.3598145008268
"670",19.4720856758281,52.4149090229502
"671",19.4788132804593,52.4164105925982
"672",19.4801903136991,52.4202125828208
"673",19.4689885278611,52.4185016045431
"674",19.4709377730002,52.4162336491364
"675",19.479204453694,52.4139652262801
"676",19.4774903191244,52.4151381506421
"677",19.4689109637756,52.4227850544595
"678",19.4728142462239,52.4187550108697
"679",19.4760023069403,52.4225909532666
"680",19.4691160310638,52.4236591225981
"681",19.4726223492259,52.4163319493032
"682",19.4735754379517,52.4167370624133
"683",19.4743146900064,52.4173513818904
"684",19.46663044079,52.4158981189731
"685",19.4685898773075,52.4168720685656
"686",19.4794943623828,52.4216494736819
"687",19.4784935457989,52.4159812121384
"688",19.4824356127586,52.435977543888
"689",19.4739947623051,52.4357472666507
"690",19.4752736661477,52.4324947072044
"691",19.4857490616448,52.4393147667473
"692",19.5217170904248,52.6592268804898
"693",19.5314708943527,52.6745634083986
"694",19.4619322441216,52.3922269816986
"695",19.5288357243622,52.6904450347314
"696",19.5309405290006,52.7098976366498
"697",19.5802970833944,52.8729767137296
"699",19.4816156602308,52.4524416923041
"700",19.482787939141,52.4543024869216
"701",19.4851618798835,52.488509095248
"702",19.5134959359329,52.6104292945265
"703",19.5164667614688,52.6189236263727
"704",19.5192554923249,52.6187403003455
"705",19.5127636545643,52.6144375891599
"706",19.5531241197042,52.7858205571184
"707",19.4911954350855,52.500189172786
"708",19.5920479289067,52.9266571470427
"709",19.5175848729122,52.6293984013704
"710",19.5567589153619,52.7683880237381
"711",19.5453927145808,52.7674462094798
"712",19.551923432355,52.7613105055685
"713",19.5468536924561,52.765805702243
"714",19.5883884538193,52.9205309170723
"715",19.58678999348,52.9357031851359
"716",19.486267463539,52.4480758299058
"717",19.4868411471108,52.449064410148
"718",19.4782798959182,52.4436888304367
"719",19.5297224022986,52.6713041851476
"720",19.5415235299449,52.7310141771168
"721",19.5075947423001,52.548076033293
"722",19.5037696606432,52.5602489077519
"723",19.5721399683968,52.8415867283837
"724",19.4943801423246,52.5037367715113
"725",19.551061295393,52.7932665796754
"726",19.5756766586474,52.8863040387266
"727",19.5941382194153,52.9493885717594
"728",19.4559373285198,52.3670449838835
"729",19.5292513497925,52.6480390873202
"730",19.5491511417491,52.7490402057137
"731",19.5530361114367,52.8069457471326
"732",19.5607764242088,52.8024193345612
"733",19.5783426416268,52.880061015419
"734",19.4799008623683,52.429748287692
"735",19.4696543052776,52.4244457841864
"736",19.4749681094313,52.4265992254818
"737",19.474636202393,52.4301263138728
"738",19.4750246205314,52.4255073510008
"739",19.4783299914179,52.4235064824129
"740",19.4764356109761,52.4260384732524
"741",19.4834973559239,52.4296756279834
"742",19.472367775682,52.4288253809877
"743",19.4697249148825,52.4301853673237
"744",19.4692377860175,52.4258921336494
"745",19.4830894734171,52.4274742632549
"746",19.4776277542588,52.4268017314992
"747",19.4826321564383,52.425923537325
"748",19.4810381209238,52.4235643182181
"749",19.4814655571159,52.4236116502998
"750",19.476829127823,52.4232583565109
"751",19.478115719743,52.4314450326327
"752",19.4705023298743,52.4290306969036
"753",19.4726650267311,52.4314247536828
"754",19.4779841932187,52.4241073412121
"755",19.4791757245666,52.4237655805222
"756",19.4754890571512,52.4317780057831
"757",19.4724173201374,52.4250695938491
"758",19.5182856222848,52.5879696829568
"759",19.5913528213111,52.9671802607879
"760",19.53187558059,52.6925250590262
"761",19.5306718868578,52.7047051704969
"762",19.5674810129339,52.8255043605904
"763",19.5698284956089,52.8518471437136
"765",19.515420762754,52.5959470040062
"766",19.4775659535406,52.4122073748275
"768",19.5089203053585,52.5740393168751
"769",19.5436283093757,52.7246650005184
"770",19.5874936786186,52.9472789118881
"771",19.5982125221168,52.9634557102942
"772",19.5444814812242,52.7538704587104
"773",19.5639709606979,52.8379801656636
"774",19.5267091657613,52.6445154639299
"775",19.5418863574093,52.7395799255935
"776",19.5158154997849,52.6089442844125
"777",19.5114060203988,52.6210156309031
"778",19.546660606488,52.7762226203569
"779",19.4854898644403,52.4819701770025
"780",19.5022185647597,52.5757812680942
"781",19.564559677022,52.8155364327858
"782",19.5675577123052,52.8609781021174
"783",19.5414939089028,52.6552792471598
"784",19.5402319044911,52.6646443030623
"785",19.5739056956626,52.8312066085381
"786",19.4717959441995,52.3615582509036
"787",19.5384090052813,52.6774635359182
"788",19.5476005889042,52.6851859778437
"789",19.5697491568191,52.813403739737
"790",19.5734768689569,52.8359381556797
"791",19.6035568847416,52.9638438379751
"792",19.4879655853563,52.4419313275495
"793",19.4878199829502,52.444319223207
"794",19.5290779542887,52.5944258988544
"795",19.5521951015316,52.7280307464234
"796",19.4682684478485,52.3490590473882
"797",19.4943814995509,52.4707899654221
"798",19.4977073752732,52.4745658357467
"799",19.4946188144083,52.4674385412345
"800",19.5159110894568,52.5696913151863
"801",19.5468951953324,52.6892988532646
"802",19.5843230624009,52.849016472063
"803",19.6006064526695,52.9199456173276
"804",19.5013705547127,52.4597786328066
"805",19.5636945318601,52.7641536547968
"806",19.5717414939735,52.767931550729
"807",19.570163984588,52.7685502739467
"808",19.5081440892935,52.5012398155233
"809",19.5131859212593,52.558504809533
"810",19.58554283631,52.8614933269273
"811",19.5742510442261,52.7882681695067
"813",19.5026331849737,52.5068384946262
"814",19.615195659748,52.9761935841567
"816",19.5253496343608,52.6143055350424
"817",19.5558771607978,52.7475419864689
"818",19.500703279154,52.4877684411246
"819",19.5335878721861,52.6470156741711
"820",19.5542339684432,52.7136658374882
"821",19.5711183891097,52.7715976767087
"822",19.5977936409093,52.9323592240874
"823",19.5280481112391,52.6002986858844
"824",19.4990160420635,52.475751639115
"825",19.5099390407629,52.4821978795856
"826",19.5417597524373,52.6332735217359
"828",19.5495446939287,52.7026155920229
"829",19.4964816199138,52.4247334311154
"830",19.5946522050624,52.8742129172799
